Prawdziwy;Lm;KM
0;0.07567148;0.
0;0.06007045;0.1
0;0.13876894;0.
0;0.08754605;0.
0;0.08869084;0.
0;0.16913546;0.
0;0.1528686;0.1
0;0.08417314;0.
0;0.08646946;0.1
0;0.06551241;0.
0;0.17003197;0.1
0;0.09185647;0.
0;0.10001868;0.1
0;0.14077157;0.1
0;0.09156027;0.2
0;0.12010423;0.
0;0.13384638;0.1
0;0.07975688;0.3
0;0.07294671;0.1
0;0.11115536;0.1
0;0.09352223;0.1
0;0.1492503;0.2
0;0.12333913;0.1
0;0.08007404;0.1
0;0.11362486;0.1
0;0.06941427;0.2
0;0.16049343;0.1
0;0.16049343;0.1
0;0.08869084;0.
1;0.30074362;0.6
0;0.14889482;0.2
0;0.09256649;0.
0;0.13748342;0.
1;0.14879886;0.
1;0.16580404;0.1
0;0.06650013;0.1
0;0.11061259;0.1
0;0.08018236;0.2
0;0.08875209;0.
0;0.20419558;0.
0;0.16902904;0.
0;0.18261779;0.
0;0.16691296;0.1
0;0.08145195;0.2
0;0.09699212;0.2
0;0.15026845;0.
0;0.25713965;0.2
0;0.09184441;0.2
0;0.23416106;0.5
0;0.08509973;0.1
0;0.08845501;0.
0;0.08935135;0.
0;0.18717827;0.3
0;0.07459535;0.2
0;0.10380346;0.1
0;0.1528686;0.1
0;0.09995052;0.1
0;0.08621556;0.
0;0.07279798;0.
0;0.18960586;0.
0;0.09457134;0.
0;0.27747227;0.6
0;0.08592617;0.1
0;0.11115536;0.1
1;0.08936311;0.1
0;0.06002769;0.1
0;0.10102189;0.
0;0.08621556;0.
1;0.18356998;0.1
0;0.127211;0.1
0;0.07068206;0.
0;0.0618459;0.
0;0.09546029;0.
0;0.13781607;0.1
0;0.11207072;0.2
1;0.17394214;0.1
0;0.08845501;0.
0;0.15846383;0.1
0;0.08685938;0.1
0;0.12010423;0.
0;0.14456538;0.1
0;0.17855532;0.3
0;0.13781607;0.1
0;0.28082389;0.1
1;0.08748556;0.2
0;0.1503652;0.
0;0.06551241;0.
1;0.06941427;0.2
0;0.16580404;0.1
0;0.09005577;0.
0;0.09256649;0.
0;0.12980215;0.
1;0.23466399;0.8
0;0.08754605;0.
0;0.10338155;0.3
0;0.08417314;0.
0;0.13384638;0.1
0;0.0971945;0.1
0;0.11115536;0.1
0;0.08621556;0.
0;0.0704243;0.
0;0.1847714;0.
1;0.30977212;0.4
0;0.07975688;0.3
0;0.08487859;0.2
0;0.08908046;0.
0;0.22801654;0.1
0;0.09685273;0.2
0;0.11207072;0.2
0;0.08438312;0.
0;0.08410879;0.1
0;0.08681079;0.
0;0.14447173;0.
0;0.19748433;0.2
0;0.11115536;0.1
0;0.25178688;0.5
0;0.07507233;0.1
0;0.1573;0.
0;0.10102189;0.
0;0.16264419;0.1
0;0.07776437;0.3
0;0.08487859;0.2
0;0.0629537;0.
0;0.07243127;0.1
0;0.19748433;0.2
0;0.18303706;0.2
0;0.1492503;0.2
0;0.16145555;0.
0;0.33353705;0.3
0;0.07248217;0.1
0;0.16520776;0.1
0;0.12642218;0.3
0;0.11123022;0.2
0;0.09162975;0.
0;0.09184441;0.2
1;0.07037473;0.2
0;0.09520511;0.
0;0.17353929;0.1
0;0.08410879;0.1
0;0.1878366;0.
0;0.08659534;0.
0;0.09974303;0.4
0;0.07975688;0.3
0;0.14889482;0.2
1;0.09699212;0.2
0;0.06119202;0.
0;0.09424445;0.1
0;0.14535444;0.
0;0.13384638;0.1
0;0.19206086;0.2
0;0.25920777;0.5
0;0.25178688;0.5
0;0.1573;0.
1;0.12380671;0.
0;0.19748433;0.2
0;0.09188527;0.
0;0.24028058;0.6
0;0.1878366;0.
0;0.07279798;0.
0;0.11370117;0.
0;0.12372457;0.
0;0.12342106;0.1
0;0.07045638;0.1
0;0.06946321;0.
1;0.26916724;0.4
0;0.11546139;0.2
0;0.1528686;0.1
0;0.14844377;0.
1;0.29999471;0.6
0;0.3343297;0.2
0;0.21775871;0.2
0;0.14251773;0.1
0;0.10313954;0.2
0;0.07037473;0.2
0;0.06671404;0.1
0;0.07792424;0.4
1;0.09149729;0.
1;0.08476451;0.2
0;0.09263013;0.2
1;0.15277054;0.1
0;0.06007045;0.1
1;0.14067998;0.1
0;0.09726099;0.
0;0.1167865;0.1
0;0.14163541;0.
0;0.09256649;0.
0;0.14844377;0.
0;0.08839395;0.
0;0.09191967;0.2
0;0.09817248;0.1
1;0.07459535;0.2
0;0.06941427;0.2
0;0.06650013;0.1
0;0.12633855;0.3
0;0.17353929;0.1
0;0.09527038;0.1
0;0.10387395;0.1
0;0.08470576;0.
0;0.09685273;0.2
0;0.26365295;0.4
0;0.08018236;0.2
0;0.0629984;0.
0;0.0627065;0.1
0;0.11370117;0.
0;0.17127085;0.1
0;0.17394214;0.1
0;0.17405101;0.1
0;0.38681054;0.5
0;0.12133082;0.2
1;0.06676122;0.4
0;0.3696836;0.2
1;0.19736431;0.3
0;0.07927889;0.
1;0.26986809;0.4
0;0.10102189;0.
1;0.21252129;0.1
0;0.18368353;0.3
0;0.16531225;0.2
0;0.08405045;0.2
0;0.11123022;0.2
1;0.13060891;0.
0;0.08901273;0.
0;0.09092556;0.1
1;0.22913908;0.6
0;0.09520511;0.
0;0.15836284;0.
0;0.19736431;0.3
0;0.08930149;0.
0;0.1341716;0.1
0;0.1503652;0.
0;0.07040679;0.
0;0.0618459;0.
0;0.07567148;0.
0;0.14500665;0.2
0;0.07087665;0.1
1;0.19680038;0.2
0;0.22864446;0.5
0;0.08621556;0.
0;0.17855532;0.3
0;0.09685273;0.2
0;0.17394214;0.1
0;0.21252129;0.1
0;0.09823956;0.1
0;0.16963686;0.1
0;0.06367027;0.2
0;0.15333017;0.
0;0.17353929;0.1
0;0.10338155;0.3
0;0.10037377;0.
0;0.10636432;0.2
0;0.16482109;0.
0;0.10061001;0.2
1;0.25713965;0.2
0;0.13020522;0.
0;0.14934651;0.1
0;0.08621556;0.
0;0.08206339;0.1
0;0.2512593;0.1
0;0.06275103;0.1
1;0.09974303;0.4
0;0.17405101;0.1
0;0.14879886;0.
0;0.08410879;0.1
0;0.09417319;0.2
0;0.09098819;0.
0;0.11123022;0.2
1;0.30301938;0.4
0;0.08250007;0.1
0;0.07040679;0.
0;0.11123022;0.2
0;0.17560883;0.1
0;0.09967503;0.
0;0.06748482;0.2
0;0.13160609;0.1
0;0.06747033;0.3
0;0.08405045;0.2
0;0.06845177;0.1
0;0.10037377;0.
0;0.13060891;0.
1;0.23976939;0.1
1;0.24041888;0.4
0;0.06871997;0.2
0;0.20750098;0.
0;0.22370623;0.3
0;0.11798376;0.
0;0.13384638;0.1
0;0.12010423;0.
0;0.0793342;0.3
0;0.13706137;0.2
0;0.16902904;0.
0;0.08386118;0.
0;0.09817248;0.1
0;0.07299795;0.1
0;0.08470576;0.
0;0.06362513;0.
0;0.16482109;0.
0;0.11115536;0.1
0;0.26535588;0.1
0;0.08007404;0.1
0;0.2292729;0.3
0;0.08652931;0.
0;0.13425962;0.
0;0.14934651;0.1
0;0.09817248;0.1
0;0.09527038;0.1
0;0.2079622;0.3
1;0.1568287;0.1
0;0.12712693;0.1
1;0.19305066;0.3
0;0.07507233;0.1
0;0.18025657;0.
0;0.0704243;0.
0;0.06114852;0.2
0;0.07745559;0.2
0;0.08200635;0.
0;0.09424445;0.1
0;0.09546029;0.
0;0.11123022;0.2
0;0.16531225;0.2
0;0.13151955;0.1
0;0.08869084;0.
0;0.10102189;0.
0;0.10102189;0.
0;0.09256649;0.
0;0.08206339;0.1
0;0.09685273;0.2
0;0.13343377;0.1
0;0.19429936;0.1
0;0.17394214;0.1
0;0.17803321;0.
0;0.10054149;0.3
0;0.16520776;0.1
0;0.09777095;0.4
0;0.08476451;0.2
0;0.06180196;0.
0;0.18315035;0.1
0;0.18826449;0.2
1;0.13069494;0.
1;0.07572447;0.2
0;0.08145195;0.2
0;0.18826449;0.2
0;0.15740044;0.1
0;0.08748556;0.2
0;0.06742269;0.
0;0.24480953;0.2
0;0.08443048;0.1
0;0.10909459;0.
0;0.17896673;0.
0;0.07572447;0.2
0;0.12459409;0.1
1;0.19305066;0.3
0;0.13069494;0.
0;0.09777095;0.4
1;0.25935324;0.4
0;0.08592617;0.1
0;0.08679933;0.1
0;0.09967503;0.
0;0.17445424;0.1
1;0.07786983;0.2
1;0.09777095;0.4
0;0.21252129;0.1
0;0.16520776;0.1
0;0.0669458;0.
0;0.09184441;0.2
0;0.11686466;0.2
0;0.07709796;0.
0;0.32066796;0.1
0;0.1878366;0.
0;0.08233165;0.
0;0.08932958;0.1
0;0.06275103;0.1
0;0.15692888;0.4
0;0.07567148;0.
1;0.07776437;0.3
0;0.0627065;0.1
0;0.09184441;0.2
0;0.07567148;0.
0;0.06007045;0.1
0;0.18960586;0.
0;0.08754605;0.
0;0.07037473;0.2
0;0.08869084;0.
0;0.16913546;0.
0;0.1528686;0.1
0;0.0793342;0.3
0;0.2519296;0.2
0;0.08417314;0.
0;0.0912301;0.
0;0.14111135;0.2
0;0.10380346;0.1
0;0.0655447;0.1
0;0.11061259;0.1
0;0.09185647;0.
0;0.08437194;0.
0;0.09960012;0.1
0;0.14077157;0.1
1;0.09156027;0.2
0;0.31318173;0.2
0;0.08352098;0.
0;0.13384638;0.1
0;0.08380301;0.
0;0.07975688;0.3
0;0.11115536;0.1
0;0.08007404;0.1
0;0.10095312;0.1
0;0.06941427;0.2
0;0.09527038;0.1
0;0.13781607;0.1
0;0.20244643;0.1
1;0.30074362;0.6
0;0.29007953;0.4
1;0.08352098;0.
0;0.09256649;0.
0;0.11798376;0.
0;0.13748342;0.
0;0.16580404;0.1
0;0.06650013;0.1
0;0.06842054;0.3
0;0.08018236;0.2
0;0.09424445;0.1
0;0.15333017;0.
0;0.14535444;0.
0;0.18261779;0.
0;0.16691296;0.1
1;0.36148743;0.5
0;0.13334621;0.3
0;0.14154335;0.1
0;0.10387395;0.1
0;0.16680766;0.
0;0.09699212;0.2
0;0.15026845;0.
0;0.25713965;0.2
0;0.35616428;0.4
0;0.09184441;0.2
1;0.08592617;0.1
0;0.23416106;0.5
0;0.08509973;0.1
0;0.08845501;0.
0;0.08935135;0.
0;0.19792884;0.4
0;0.18717827;0.3
1;0.07459535;0.2
1;0.1528686;0.1
0;0.09995052;0.1
0;0.08001826;0.3
0;0.08621556;0.
0;0.07279798;0.
0;0.17896673;0.
0;0.09005577;0.
0;0.08592617;0.1
0;0.12372457;0.
0;0.16254106;0.1
0;0.11115536;0.1
0;0.06886098;0.
0;0.06002769;0.1
1;0.23416106;0.5
0;0.08685938;0.1
1;0.34387064;0.6
0;0.06362513;0.
0;0.16913546;0.
0;0.08621556;0.
0;0.18356998;0.1
0;0.0618459;0.
1;0.09546029;0.
0;0.17560883;0.1
0;0.09092556;0.1
0;0.08845501;0.
0;0.08685938;0.1
0;0.06645312;0.1
0;0.08621556;0.
0;0.12010423;0.
0;0.1847714;0.
0;0.15277054;0.1
0;0.28082389;0.1
0;0.08687085;0.1
0;0.07087665;0.1
0;0.18315035;0.1
0;0.1503652;0.
0;0.06551241;0.
0;0.06941427;0.2
0;0.06114852;0.2
0;0.09005577;0.
0;0.09256649;0.
0;0.12980215;0.
0;0.16520776;0.1
1;0.06650013;0.1
1;0.30961019;0.5
0;0.21775871;0.2
0;0.08417314;0.
0;0.09256649;0.
1;0.0971945;0.1
0;0.08621556;0.
0;0.09995052;0.1
0;0.12810145;0.1
0;0.0704243;0.
0;0.1847714;0.
1;0.30977212;0.4
0;0.11214612;0.1
0;0.1341716;0.1
0;0.13510322;0.1
1;0.09685273;0.2
0;0.11207072;0.2
0;0.0704243;0.
1;0.08410879;0.1
1;0.1610765;0.5
0;0.07294671;0.1
0;0.23416106;0.5
0;0.08748556;0.2
0;0.07572447;0.2
0;0.19748433;0.2
0;0.08357898;0.2
0;0.11115536;0.1
0;0.25178688;0.5
0;0.1573;0.
0;0.16264419;0.1
1;0.07776437;0.3
1;0.08487859;0.2
0;0.0629537;0.
0;0.07243127;0.1
0;0.11686466;0.2
0;0.19748433;0.2
0;0.18303706;0.2
0;0.1492503;0.2
0;0.07248217;0.1
0;0.10934886;0.1
1;0.18356998;0.1
0;0.29426111;0.2
0;0.21324472;0.2
1;0.20187163;0.4
0;0.09184441;0.2
1;0.32746228;0.5
0;0.07037473;0.2
0;0.18729353;0.
0;0.1878366;0.
0;0.10095312;0.1
0;0.11362486;0.1
0;0.14889482;0.2
1;0.40631036;0.6
1;0.09424445;0.1
0;0.08405045;0.2
1;0.24466952;0.4
0;0.32066796;0.1
0;0.19206086;0.2
0;0.10629235;0.
0;0.1573;0.
1;0.16520776;0.1
0;0.0704243;0.
0;0.14456538;0.1
0;0.1878366;0.
0;0.07279798;0.
0;0.11370117;0.
0;0.16049343;0.1
0;0.22509791;0.1
0;0.11546139;0.2
0;0.14844377;0.
0;0.09256649;0.
0;0.21775871;0.2
1;0.22788323;0.5
0;0.06671404;0.1
1;0.34126807;0.5
0;0.1167865;0.1
0;0.08476451;0.2
0;0.11123022;0.2
0;0.20232416;0.
0;0.09263013;0.2
1;0.15277054;0.1
1;0.32746228;0.5
0;0.14844377;0.
0;0.09817248;0.1
0;0.08839395;0.
0;0.09191967;0.2
0;0.09817248;0.1
0;0.07459535;0.2
1;0.06650013;0.1
0;0.12633855;0.3
0;0.09098819;0.
0;0.09527038;0.1
0;0.0823889;0.
0;0.08869084;0.
0;0.15427225;0.1
0;0.18772107;0.
1;0.25178688;0.5
0;0.10387395;0.1
0;0.08470576;0.
0;0.09685273;0.2
1;0.29410384;0.7
0;0.08438312;0.
0;0.15645797;0.
1;0.26365295;0.4
1;0.30058435;0.6
0;0.07786983;0.2
0;0.12342106;0.1
0;0.11370117;0.
1;0.17127085;0.1
0;0.17394214;0.1
0;0.14163541;0.
0;0.07068206;0.
0;0.12133082;0.2
0;0.12133082;0.2
0;0.07927889;0.
1;0.23976939;0.1
1;0.26986809;0.4
0;0.21252129;0.1
0;0.16531225;0.2
0;0.10054149;0.3
0;0.12010423;0.
0;0.08405045;0.2
1;0.17456336;0.1
0;0.11123022;0.2
0;0.08901273;0.
0;0.26901826;0.4
0;0.09520511;0.
0;0.12642218;0.3
0;0.15836284;0.
0;0.08930149;0.
0;0.1503652;0.
0;0.19748433;0.2
0;0.08444166;0.
0;0.07040679;0.
0;0.07567148;0.
0;0.06941427;0.2
0;0.09410859;0.1
0;0.08627525;0.1
0;0.08621556;0.
1;0.09685273;0.2
0;0.06742269;0.
0;0.24747451;0.2
0;0.17394214;0.1
0;0.07512495;0.1
0;0.06367027;0.2
0;0.15333017;0.
0;0.17353929;0.1
1;0.10338155;0.3
0;0.08357898;0.2
0;0.0945065;0.1
0;0.10636432;0.2
0;0.13020522;0.
1;0.06747033;0.3
0;0.08914195;0.
0;0.08621556;0.
0;0.14111135;0.2
1;0.13425962;0.
0;0.08659534;0.
0;0.17405101;0.1
0;0.17405101;0.1
0;0.20244643;0.1
0;0.17844425;0.2
0;0.35799997;0.4
0;0.14879886;0.
1;0.08423155;0.1
1;0.25111683;0.3
0;0.13885949;0.
0;0.09417319;0.2
0;0.16097417;0.
0;0.09098819;0.
0;0.11123022;0.2
1;0.30301938;0.4
0;0.08250007;0.1
1;0.17560883;0.1
1;0.19429936;0.1
0;0.09967503;0.
0;0.06748482;0.2
0;0.06747033;0.3
0;0.07040679;0.
0;0.08646946;0.1
0;0.06845177;0.1
0;0.09358646;0.
0;0.13060891;0.
0;0.09417319;0.2
0;0.24466952;0.4
1;0.06871997;0.2
0;0.20750098;0.
0;0.22370623;0.3
1;0.16145555;0.
0;0.11798376;0.
0;0.17116336;0.1
0;0.13384638;0.1
0;0.1924967;0.2
0;0.16902904;0.
1;0.08386118;0.
0;0.09184441;0.2
1;0.24466952;0.4
0;0.27516149;0.5
0;0.08470576;0.
0;0.06362513;0.
0;0.16580404;0.1
0;0.19932217;0.
1;0.26535588;0.1
0;0.08417314;0.
0;0.08357898;0.2
0;0.08007404;0.1
0;0.0823889;0.
0;0.2292729;0.3
0;0.08652931;0.
0;0.1167865;0.1
0;0.13425962;0.
0;0.09817248;0.1
0;0.07299795;0.1
0;0.2079622;0.3
0;0.1568287;0.1
0;0.08018236;0.2
0;0.07248217;0.1
0;0.14834804;0.1
0;0.0704243;0.
0;0.06114852;0.2
0;0.07745559;0.2
0;0.08200635;0.
0;0.09188527;0.
0;0.14934651;0.1
0;0.09546029;0.
0;0.07149516;0.1
0;0.08901273;0.
0;0.14163541;0.
1;0.11123022;0.2
0;0.16531225;0.2
0;0.08386118;0.
0;0.09149729;0.
0;0.08145195;0.2
0;0.10102189;0.
0;0.08206339;0.1
0;0.17803321;0.
0;0.13343377;0.1
0;0.16097417;0.
0;0.17803321;0.
0;0.10054149;0.3
0;0.09777095;0.4
0;0.08476451;0.2
0;0.06180196;0.
0;0.18315035;0.1
0;0.07572447;0.2
0;0.09546029;0.
0;0.08145195;0.2
0;0.18826449;0.2
0;0.08748556;0.2
1;0.25178688;0.5
0;0.12633855;0.3
0;0.07092655;0.
1;0.24480953;0.2
0;0.10909459;0.
0;0.17896673;0.
0;0.12380671;0.
0;0.10061001;0.2
0;0.14834804;0.1
0;0.10102189;0.
0;0.06460026;0.1
0;0.17353929;0.1
0;0.13069494;0.
0;0.08592617;0.1
0;0.08679933;0.1
0;0.21252129;0.1
0;0.0669458;0.
0;0.19748433;0.2
1;0.06886098;0.
0;0.1878366;0.
0;0.11686466;0.2
0;0.08352098;0.
0;0.15692888;0.4
1;0.07776437;0.3
0;0.26520825;0.4
0;0.09184441;0.2
0;0.06642274;0.1
0;0.06007045;0.1
0;0.18960586;0.
0;0.13876894;0.
0;0.08754605;0.
0;0.07037473;0.2
0;0.08869084;0.
0;0.16913546;0.
1;0.1528686;0.1
0;0.0912301;0.
0;0.06119202;0.
0;0.17003197;0.1
0;0.0655447;0.1
0;0.11061259;0.1
0;0.09185647;0.
0;0.08437194;0.
0;0.09960012;0.1
0;0.10001868;0.1
0;0.08592617;0.1
0;0.14077157;0.1
0;0.09156027;0.2
0;0.31318173;0.2
0;0.09967503;0.
0;0.08352098;0.
0;0.08380301;0.
0;0.07975688;0.3
0;0.09352223;0.1
0;0.12333913;0.1
0;0.08665527;0.
0;0.11362486;0.1
0;0.10095312;0.1
0;0.06941427;0.2
0;0.16049343;0.1
0;0.09527038;0.1
0;0.16049343;0.1
0;0.07572447;0.2
1;0.30074362;0.6
1;0.29007953;0.4
0;0.14889482;0.2
0;0.08352098;0.
0;0.23976939;0.1
0;0.11798376;0.
0;0.06842054;0.3
0;0.08875209;0.
0;0.09552571;0.2
0;0.20419558;0.
0;0.09424445;0.1
0;0.15333017;0.
0;0.16902904;0.
0;0.14535444;0.
0;0.09953221;0.
0;0.16520776;0.1
0;0.08145195;0.2
0;0.09699212;0.2
0;0.15026845;0.
1;0.35616428;0.4
0;0.15740044;0.1
0;0.09184441;0.2
0;0.08592617;0.1
1;0.23416106;0.5
0;0.08845501;0.
0;0.08935135;0.
0;0.19792884;0.4
0;0.07279798;0.
0;0.17896673;0.
0;0.35073013;0.1
0;0.13060891;0.
0;0.18960586;0.
0;0.09005577;0.
0;0.09457134;0.
0;0.11362486;0.1
1;0.08592617;0.1
0;0.16254106;0.1
0;0.08936311;0.1
0;0.14535444;0.
0;0.10102189;0.
0;0.34387064;0.6
0;0.06362513;0.
0;0.18356998;0.1
0;0.08233165;0.
0;0.13781607;0.1
0;0.11207072;0.2
1;0.15846383;0.1
0;0.08685938;0.1
0;0.06645312;0.1
0;0.1847714;0.
0;0.14456538;0.1
0;0.08687085;0.1
1;0.07087665;0.1
0;0.18315035;0.1
0;0.1503652;0.
0;0.06551241;0.
1;0.06114852;0.2
0;0.09256649;0.
0;0.08845501;0.
0;0.06650013;0.1
0;0.21775871;0.2
0;0.08417314;0.
0;0.12010423;0.
0;0.09256649;0.
0;0.11115536;0.1
0;0.14456538;0.1
1;0.06180196;0.
0;0.30977212;0.4
0;0.07358185;0.1
1;0.11214612;0.1
0;0.08487859;0.2
0;0.1341716;0.1
0;0.14644524;0.
0;0.19194335;0.2
0;0.13510322;0.1
0;0.08908046;0.
0;0.22801654;0.1
0;0.09685273;0.2
0;0.11207072;0.2
1;0.16913546;0.
0;0.0704243;0.
0;0.08681079;0.
1;0.1610765;0.5
0;0.23416106;0.5
0;0.07572447;0.2
0;0.19748433;0.2
0;0.08357898;0.2
0;0.15026845;0.
0;0.25178688;0.5
0;0.07507233;0.1
0;0.1573;0.
0;0.10102189;0.
0;0.07776437;0.3
0;0.06842054;0.3
0;0.08487859;0.2
0;0.0629537;0.
0;0.07243127;0.1
0;0.11686466;0.2
0;0.18303706;0.2
0;0.1656993;0.1
1;0.1492503;0.2
0;0.16145555;0.
0;0.07248217;0.1
0;0.16097417;0.
0;0.10934886;0.1
0;0.16520776;0.1
0;0.29426111;0.2
0;0.22913908;0.6
0;0.09162975;0.
1;0.09184441;0.2
0;0.18729353;0.
0;0.1492503;0.2
0;0.13739362;0.
0;0.08659534;0.
0;0.12712693;0.1
0;0.09974303;0.4
0;0.1568287;0.1
0;0.11362486;0.1
1;0.26916724;0.4
0;0.06119202;0.
0;0.09424445;0.1
0;0.14535444;0.
0;0.08405045;0.2
1;0.13384638;0.1
1;0.32066796;0.1
0;0.19206086;0.2
0;0.10629235;0.
0;0.24174327;0.
0;0.19748433;0.2
0;0.09188527;0.
0;0.0704243;0.
0;0.24028058;0.6
0;0.07279798;0.
0;0.07454308;0.1
0;0.11370117;0.
0;0.22509791;0.1
0;0.07045638;0.1
0;0.06946321;0.
0;0.11546139;0.2
0;0.14120318;0.2
0;0.1528686;0.1
0;0.06119202;0.
0;0.13151955;0.1
0;0.14844377;0.
0;0.09263013;0.2
0;0.3343297;0.2
0;0.09256649;0.
1;0.22788323;0.5
0;0.16531225;0.2
0;0.07037473;0.2
0;0.07792424;0.4
0;0.18025657;0.
0;0.08476451;0.2
0;0.15277054;0.1
0;0.32746228;0.5
0;0.14879886;0.
0;0.14067998;0.1
1;0.20691556;0.4
0;0.1167865;0.1
0;0.09256649;0.
0;0.09149729;0.
0;0.08839395;0.
0;0.09191967;0.2
1;0.09129292;0.3
1;0.09817248;0.1
0;0.07459535;0.2
0;0.12633855;0.3
0;0.17353929;0.1
1;0.09098819;0.
0;0.06837228;0.1
0;0.08869084;0.
1;0.25178688;0.5
0;0.25713965;0.2
0;0.09685273;0.2
0;0.29410384;0.7
0;0.15645797;0.
1;0.30058435;0.6
1;0.07786983;0.2
0;0.0629984;0.
0;0.14111135;0.2
0;0.12342106;0.1
1;0.0627065;0.1
0;0.11370117;0.
0;0.09953221;0.
0;0.17127085;0.1
0;0.08233165;0.
0;0.17394214;0.1
0;0.14163541;0.
0;0.38681054;0.5
0;0.09287912;0.
0;0.06676122;0.4
0;0.18250476;0.2
1;0.3696836;0.2
0;0.1180626;0.1
0;0.07927889;0.
0;0.23976939;0.1
0;0.12681628;0.3
1;0.26986809;0.4
1;0.1341716;0.1
0;0.21252129;0.1
0;0.20419558;0.
0;0.18368353;0.3
0;0.10054149;0.3
0;0.08007404;0.1
0;0.12010423;0.
0;0.08405045;0.2
0;0.08901273;0.
0;0.09092556;0.1
0;0.08928973;0.
0;0.06367027;0.2
0;0.09281532;0.
0;0.15836284;0.
0;0.08930149;0.
0;0.1341716;0.1
0;0.1503652;0.
0;0.08444166;0.
0;0.09953221;0.
0;0.06941427;0.2
0;0.16691296;0.1
0;0.19680038;0.2
1;0.22864446;0.5
0;0.08627525;0.1
0;0.1568287;0.1
0;0.09685273;0.2
0;0.24747451;0.2
1;0.21252129;0.1
0;0.06367027;0.2
0;0.08598569;0.1
0;0.0945065;0.1
0;0.08437194;0.
0;0.16482109;0.
0;0.13020522;0.
0;0.13020522;0.
0;0.08914195;0.
0;0.13425962;0.
0;0.08012652;0.
0;0.08659534;0.
0;0.13384638;0.1
0;0.17405101;0.1
0;0.09149729;0.
0;0.20244643;0.1
0;0.17844425;0.2
0;0.10909459;0.
0;0.0823889;0.
0;0.07970131;0.
0;0.08423155;0.1
0;0.13885949;0.
0;0.09417319;0.2
0;0.09098819;0.
0;0.06646972;0.1
0;0.07040679;0.
0;0.11123022;0.2
0;0.19429936;0.1
1;0.06748482;0.2
0;0.13160609;0.1
0;0.06747033;0.3
0;0.08646946;0.1
0;0.08405045;0.2
0;0.06845177;0.1
0;0.09358646;0.
0;0.13060891;0.
0;0.21788776;0.2
0;0.06114852;0.2
0;0.23976939;0.1
1;0.06871997;0.2
0;0.20750098;0.
0;0.11798376;0.
0;0.10636432;0.2
0;0.13706137;0.2
0;0.16902904;0.
0;0.08386118;0.
0;0.09817248;0.1
1;0.24466952;0.4
0;0.16482109;0.
0;0.11115536;0.1
0;0.19932217;0.
0;0.26535588;0.1
0;0.08417314;0.
0;0.08357898;0.2
0;0.1167865;0.1
0;0.13425962;0.
0;0.14934651;0.1
0;0.09817248;0.1
0;0.09098819;0.
0;0.07299795;0.1
0;0.13384638;0.1
0;0.09527038;0.1
1;0.2079622;0.3
0;0.1568287;0.1
0;0.13384638;0.1
0;0.12712693;0.1
0;0.19305066;0.3
0;0.08487859;0.2
0;0.0704243;0.
0;0.14163541;0.
0;0.08200635;0.
0;0.09546029;0.
0;0.08901273;0.
0;0.11123022;0.2
0;0.16531225;0.2
0;0.08386118;0.
0;0.09149729;0.
0;0.08145195;0.2
0;0.08869084;0.
0;0.10102189;0.
0;0.10102189;0.
0;0.09256649;0.
0;0.08206339;0.1
0;0.17803321;0.
0;0.13343377;0.1
0;0.19429936;0.1
0;0.17394214;0.1
0;0.16097417;0.
0;0.16520776;0.1
0;0.09777095;0.4
0;0.18826449;0.2
0;0.13069494;0.
0;0.13020522;0.
0;0.07572447;0.2
0;0.09546029;0.
1;0.08145195;0.2
0;0.08748556;0.2
0;0.12633855;0.3
0;0.07040679;0.
0;0.15240767;0.
1;0.24480953;0.2
0;0.08443048;0.1
0;0.09424445;0.1
1;0.29410384;0.7
0;0.17896673;0.
0;0.16963686;0.1
0;0.12380671;0.
0;0.10061001;0.2
0;0.16145555;0.
0;0.14834804;0.1
0;0.08481977;0.1
0;0.10102189;0.
0;0.12459409;0.1
1;0.19305066;0.3
1;0.17353929;0.1
0;0.13069494;0.
1;0.25935324;0.4
0;0.08592617;0.1
0;0.08679933;0.1
0;0.09967503;0.
0;0.07786983;0.2
0;0.21252129;0.1
0;0.16520776;0.1
0;0.09184441;0.2
0;0.11686466;0.2
0;0.07709796;0.
0;0.14535444;0.
0;0.06886098;0.
0;0.08233165;0.
0;0.08932958;0.1
1;0.15692888;0.4
0;0.2292729;0.3
0;0.07567148;0.
0;0.06642274;0.1
0;0.07567148;0.
0;0.1573;0.
0;0.13876894;0.
0;0.08754605;0.
0;0.08476451;0.2
0;0.08869084;0.
0;0.1528686;0.1
0;0.0793342;0.3
0;0.2519296;0.2
0;0.08487859;0.2
0;0.08417314;0.
0;0.06119202;0.
0;0.14111135;0.2
0;0.06551241;0.
0;0.10380346;0.1
1;0.28388758;0.6
0;0.08437194;0.
0;0.09960012;0.1
0;0.10001868;0.1
1;0.08592617;0.1
0;0.31318173;0.2
0;0.09352223;0.1
0;0.10338155;0.3
0;0.12333913;0.1
0;0.08007404;0.1
0;0.11362486;0.1
0;0.06941427;0.2
0;0.09527038;0.1
0;0.16049343;0.1
0;0.08869084;0.
0;0.14447173;0.
0;0.29007953;0.4
0;0.09358646;0.
0;0.23976939;0.1
0;0.09256649;0.
0;0.11798376;0.
0;0.13748342;0.
0;0.06842054;0.3
0;0.08875209;0.
0;0.20419558;0.
0;0.21788776;0.2
0;0.16902904;0.
0;0.18261779;0.
0;0.13334621;0.3
0;0.15026845;0.
1;0.06743717;0.1
1;0.35616428;0.4
